LANGUAGE	CONCEPT	VALUE
Tangale	body	ik
Tangale	knee	fʷofurùm
Tangale	thigh	kunjò
Tangale	leg	yô
Tangale	finger	ləu fwarà
Tangale	arm	har̃à
Tangale	shoulder	kwal fəkə̀
Tangale	woman's breast	widì
Tangale	chest	fʷòšindì
Tangale	neck	r̃ojò
Tangale	tooth	wuɗò
Tangale	tongue	ɗàgà
Tangale	lip	kàd fok
Tangale	mouth	fʷok
Tangale	beard	wòk ɗèngùm
Tangale	chin	ɗèngùm
Tangale	cheeks	kwolò
Tangale	eye	idò
Tangale	ear	te
Tangale	nose	wišìn
Tangale	face	salâiɗò
Tangale	brains	bùdebùdê
Tangale	hair	wok
Tangale	head	kwì
Tangale	daughter	laluwìn
Tangale	son	lawò
Tangale	mother	màma nonè
Tangale	father	bàba fubè
Tangale	one hundred	wôn
Tangale	ninety	kwìlambùdà
Tangale	eighty	kwìfar̃fàɗə̀
Tangale	seventy	kwìfelò
Tangale	sixty	kwìfayìndì
Tangale	fifty	kwìfuə̀t
Tangale	forty	kwìfàɗə̀u
Tangale	thirty	kwikwùnùŋ
Tangale	twenty one	kwìr̃up sàlè ɗòk
Tangale	twenty	kwìr̃up
Tangale	nineteen	ɓwə̀m sàlè lambùɗà
Tangale	eighteen	ɓwə̀m sàlè far̃fə̀ɗà
Tangale	thirteen	ɓwə̀m sàlè gwùnùŋ
Tangale	twelve	ɓwə̀m sàlè r̃ap
Tangale	eleven	ɓwə̀m sàlè ɗòk
Tangale	ten	ɓwəmòʔ
Tangale	nine	lambudə̀
Tangale	eight	far̃fàɗà
Tangale	seven	felò
Tangale	six	fayìndì
Tangale	five	fuət
Tangale	four	faɗə̀u
Tangale	three	gwunùŋ
Tangale	two	r̃ap
Tangale	one	ɗok
Kilba	wash	àčíǹdá
Kilba	(rope) broke	àƚǘǹdá
Kilba	(stick) snapped	ābǘlǹdá
Kilba	break in pieces	áhùbǜndà
Kilba	plait	ālǘmtǜ
Kilba	weave	ātsátǜ
Kilba	obtain	āwíyà
Kilba	moisten	ālǘbtǖ
Kilba	blow	āmbǘ
Kilba	sweep	àtsǘkāndà
Kilba	pour	āpū
Kilba	untie	ápǜlíyà
Kilba	tie	āmbíyà
Kilba	surpass	āndíyà
Kilba	sew	āmbǘtǘ
Kilba	dry up	áʔùl
Kilba	show	áčǎř
Kilba	fill	áñὲn
Kilba	begin	áɣìà
Kilba	finish	àwúrándǖ
Kilba	increase	àtsáktǖ
Kilba	forge	áðɩ̀tɩ̄
Kilba	throw	ábǜs
Kilba	follow	ánù
Kilba	die	átǖ
Kilba	wait for	āsǘkǜ
Kilba	give birth	àyá
Kilba	stand up	àhýaʔátǜ
Kilba	sit	áŋgíyà
Kilba	call	áŋgà
Kilba	sell	dέlǹdá
Kilba	buy	dǘlǜbíyà
Kilba	shoot	ahǘyà
Kilba	bite	aŋ́gàltsǘ
Kilba	give	ànî
Kilba	seize	āsíyà
Kilba	drive away	ágǘðɩ́ndà
Kilba	hold	ágǜzíyà
Kilba	squeeze	ābǘčì
Kilba	pierce	ábǜdzíyà
Kilba	divide	ātɩ́kə̀bíyà
Kilba	learn	āðǘðǘbǜtǖ
Kilba	dig	álàbíyà
Kilba	forget	àfář
Kilba	remember	ādǜŋātǖ
Kilba	know	zɩ́n
Kilba	fall	ðà
Kilba	help	válàñí
Kilba	steal	hǘltǜ
Kilba	hide	dùándà
Kilba	arrange	bāƚíyà
Kilba	undress	āsɩ́ʔǹdá
Kilba	dress	āhánzǜ
Kilba	build	āhέřtǜ
Kilba	tear	ātâu
Kilba	cut	āðándɩ̀
Kilba	chop	āgǜgándɩ̀
Kilba	twist	āndáltǜ
Kilba	refuse	āŋgéř
Kilba	answer	áwǔm
Kilba	ask	áyû
Kilba	speak	ánà
Kilba	boil	àsáfì
Kilba	fry	àsέltǜ
Kilba	roast	ságù
Kilba	cook	bágù
Kilba	burn	áŋgìdán
Kilba	accompany	álǜbɩ́yéñì
Kilba	gather	átsǘmtǜ
Kilba	bury	áhàdíyà
Kilba	close	áhàdíyà
Kilba	open	m̀bǖdíyà
Kilba	be tired	áhǖdà
Kilba	rest	bǜlíyà
Kilba	lie down	ápíyà
Kilba	put down	fíyà
Kilba	lift	hǘ
Kilba	push	m̀bǘlāndá
Kilba	pull	ātútú
Kilba	kill	tsíyà
Kilba	rub	vávɩ̄ndá
Kilba	hit	ātsář
Kilba	taste	dář
Kilba	touch	tsǖkár
Kilba	smell	āŋgá
Kilba	smell	tšíʔūnì
Kilba	hear	ŋgá
Kilba	see	lâ
Kilba	mount	àfǘltǖ
Kilba	run	áyì
Kilba	go out	bìyá
Kilba	go in	gwà
Kilba	return	bǖl
Kilba	come	šíl
Kilba	go	třótǖčá
Kilba	do	àmέrtǖčá
Kilba	swallow	ǹdásɩ̄nyátǖčá
Kilba	drink	sā́tǖčá
Kilba	eat	súmtǖčá
Kilba	there is not	dáwà
Kilba	there is	dà
Kilba	west	tǖdέřpúčì
Kilba	east	zǖdέřpúčì
Kilba	north	tūàvwá
Kilba	left	màtsál
Kilba	right	čàsǘm
Kilba	between	kùpāmātšá
Kilba	under	kīdàtšá
Kilba	atop	átǜkέř
Kilba	outside	àbíà
Kilba	inside	àkwà
Kilba	that	nàndándá
Kilba	this	nǘnà
Kilba	there	hínàndá
Kilba	here	tāŋnà
Kilba	how many?	yídàwà
Kilba	how?	ǘmāǘmānà
Kilba	who?	wà
Kilba	what?	mẽæ̀
Kilba	when?	nàwá
Kilba	where?	ǘmàná
Kilba	tomorrow	ǘzkù
Kilba	yesterday	ʔǘnà
Kilba	today	ʔǘnyà
Kilba	deaf man	dæ̀də̀hìmí
Kilba	blind man	wǘlfù
Kilba	strength	šέmbì
Kilba	coldness	šīšīʔú
Kilba	hotness	kwàkwàdú
Kilba	far	nádù
Kilba	near	lǜhə́
Kilba	inexpensiveness	bùdū
Kilba	expensiveness	bābālú
Kilba	thin	hέdù
Kilba	fatness	ŋ̀gǘðà
Kilba	cleanness	číčíñì
Kilba	dirt	hídà
Kilba	wideness	ðàbú
Kilba	old	hálà
Kilba	new	bǜlín
Kilba	evil	kǖmə̀ŋ̀gár
Kilba	good	mɩ̄nàkú
Kilba	short	tàšú
Kilba	long	dzì̵gāmú
Kilba	sourness	mwɔ̀mwɔ̀lú
Kilba	bitterness	dùwǎtù
Kilba	sweetness	nǖnə̄mú
Kilba	correct	mɩ̂l mɩ̄lú
Kilba	softness	kūbɩ́tù wūwüšù
Kilba	hardness	bābālú
Kilba	all	dǘhù
Kilba	many	dáŋù
Kilba	small	kúšù
Kilba	large	dū̀gōlù
Kilba	heaviness	tǖdɩ́bù
Kilba	darkness	kùðá
Kilba	light	m̀bɩ́là
Kilba	blue	lípǖlà
Kilba	yellow	mɩ́nàktɛ̄liə̂
Kilba	green	dūgūdúgwà
Kilba	red	dǘzù
Kilba	black	kékέrù
Kilba	white	pέřtù
Kilba	woman's bodycloth	gādùmbǘl
Kilba	man's robe	lūkùtú
Kilba	money	čέdì
Kilba	market	súkù
Kilba	boat	kwàm̀būwál
Kilba	hole	káʔù
Kilba	time	pǘǰì
Kilba	place	vì
Kilba	lie	gǘžì
Kilba	truth	ǰírí
Kilba	shadow	šə́ŋgùdà
Kilba	thirst	hílì
Kilba	hunger	húbà
Kilba	fatigue	húdà
Kilba	pimple	kǘtì
Kilba	ulcer	kǘtìdédə́m
Kilba	fever	gíə̀ŋ
Kilba	cough	ʔúðà
Kilba	sickness	šílkà
Kilba	death	tà
Kilba	life	pîʔ
Kilba	dream	šíʔūnyì
Kilba	sleep	hányì
Kilba	war	ðàʔá
Kilba	work	ƚɩ́řà
Kilba	language	ñǎ
Kilba	load	dúŋgál
Kilba	thing	sù
Kilba	large water pot	gídà
Kilba	small pot	hálbə̀
Kilba	cooking pot	tom
Kilba	calabash	šὲlá
Kilba	calabash	šàlá
Kilba	rope	sìʔǐ
Kilba	knife	ŋ̀gùhìyá
Kilba	quiver	gwâdǰá
Kilba	arrow	háfà
Kilba	bow	làgá
Kilba	mat (tabarma)	ádzù
Kilba	mat (tabarma)	búčì
Kilba	sword	kātsákí̵r
Kilba	spear	másù
Kilba	stick	zúwà
Kilba	honey	čídì
Kilba	melon	wáðà
Kilba	sweet potato	kúdàkú
Kilba	yam	bɩ́lùm
Kilba	cassava	m̀baí
Kilba	oil	màl
Kilba	groundnuts	ʔwádà
Kilba	millet	ìyádì
Kilba	guinea corn	úhì
Kilba	okra	vɩ́là
Kilba	beans	tsɩ́r
Kilba	pepper	čɩ̀tá
Kilba	salt	wúnà sárà màŋgwɩ́l
Kilba	milk	bírádàm
Kilba	flour	úpɔ̀
Kilba	fish	kálfì
Kilba	meat	kúm
Kilba	gruel	mírùʔù
Kilba	sauce	súkwàr
Kilba	mush	dí̵ffà
Kilba	food	sūrsúmà
Kilba	tail	šyǔ
Kilba	horn	tɩ́lɩ́m
Kilba	egg	híbí
Kilba	wing	bàbùgǔ
Kilba	vulture	kwàdɩ́gà
Kilba	kite	tùwàŋgālí
Kilba	dove	m̀bɩ́ƚà
Kilba	bird	ʔyàkú
Kilba	cat	ùfwàtɩ́gà
Kilba	dog	hǿyà
Kilba	rooster	vɩ́gùm
Kilba	hen	tɩ́gà
Kilba	donkey	kwárá
Kilba	donkey	sàŋ
Kilba	horse	tákù
Kilba	ram	gâm
Kilba	sheep	kútì̵ŋ
Kilba	he-goat	bùrá
Kilba	goat	kwáʔ
Kilba	bull	hāháldì
Kilba	cow	ƚà
Kilba	locust	háʔì
Kilba	anthill	kɩ́rkɩ́ƚà
Kilba	termite	kɩ́ƚà
Kilba	louse	ǰākár
Kilba	spider	zīřkáhyèl
Kilba	mosquito	kwáǹǰáfù
Kilba	fly	čídì
Kilba	worm	hwáʔànì
Kilba	chameleon	málàtàŋgàʔú
Kilba	scorpion	ídà
Kilba	bat	fávàkú
Kilba	squirrel	šə́n
Kilba	frog	gwàm̀bwá
Kilba	turtle	kwàkúrùm
Kilba	python	pɔ́bùčíwár
Kilba	snake	pɔ́bù
Kilba	lizard	gàlí
Kilba	wild cat	úfwà
Kilba	rat	úŋgì
Kilba	guinea fowl	tsɩ́vì̵r
Kilba	rabbit	pítà
Kilba	duiker	ǰígì̵l
Kilba	gazelle	ǹzáŋ
Kilba	gazelle	kãñàdú
Kilba	baboon	bέlə̀m
Kilba	monkey	gādížì
Kilba	leopard	màpέláʔù
Kilba	elephant	čīwàr
Kilba	hyena	mābɩ́làŋ
Kilba	lion	lε̄vàrí
Kilba	wild animal	kûmtàkú
Kilba	iron	léə̀ŋ
Kilba	sickle	ƚákù
Kilba	axe	kúm
Kilba	hoe	gɩ̀lúʔú
Kilba	farm	fà
Kilba	road	lākù
Kilba	doorway	nyévì
Kilba	hut	vì
Kilba	compound	kî
Kilba	town	mə̀lə̀m
Kilba	the bush	tákù
Kilba	forest	kúbù
Kilba	mud	tsábú
Kilba	dust	bɩ́řbɩ́ř
Kilba	sand	mɩ́šīšīwà
Kilba	ground	hǿʔì
Kilba	stone	háŋgù
Kilba	mountain	mâʔ
Kilba	grass	sář
Kilba	thorn	šɩ́kɩ̀dí
Kilba	shea nut tree	fúmà
Kilba	tamarind	m̀bɩ̀là
Kilba	mahogany tree	wɩ́řsrì
Kilba	baobab tree	gû
Kilba	seed	čúlì
Kilba	bark	lílìbì
Kilba	leaf	hyélì
Kilba	wood	šílʔù
Kilba	tree	wà
Kilba	ashes	pútsɩ̀rú
Kilba	charcoal	vúnì
Kilba	fire	húʔù
Kilba	dry season	hyápúcì
Kilba	rainy season	vúyà
Kilba	year	fá
Kilba	evening	ákù
Kilba	morning	m̀búlà
Kilba	night	vúʔì
Kilba	star	sàsílgà
Kilba	moon	hyá
Kilba	sun	pí̵čì
Kilba	sky	hùdámɩ́lí̵m
Kilba	lightning	ŋɩ́ŋɩ́dì
Kilba	thunder	pář kwá ðàʔá
Kilba	storm	pář tɩ́ƚà yákùyákù
Kilba	wind	gíàŋ
Kilba	harmattan	sǎlpàr
Kilba	fog	pɩ́řdù
Kilba	smoke	ʔέř
Kilba	dew	kùčɩ́kɩ́pà
Kilba	lake	dédé
Kilba	river	dǿl
Kilba	cloud	lɩ́mbə́kù
Kilba	water	bítí
Kilba	stealing	hǿl
Kilba	smithing	ðà
Kilba	blacksmith	íyàkú
Kilba	weaving	tsá
Kilba	hunting	gɩ́làtàkú
Kilba	drumming	tsádàŋ
Kilba	friend	bážì
Kilba	guest	mìhíbí
Kilba	medicine	kúzì̵kú
Kilba	native doctor	íyàkú
Kilba	native doctor	hàkɩ́zà
Kilba	God	hiέl
Kilba	slave	mávà
Kilba	king	tí̵l
Kilba	old woman	mālàhàlàhàlà
Kilba	old man	ǹdúhàlàhàlà
Kilba	baby	zɩ̌řdízù
Kilba	girl	kwām̄álákù
Kilba	boy	zέř
Kilba	woman	málà
Kilba	man	sâl
Kilba	person	ǹdú
Kilba	name	lέm
Kilba	voice	kùràkú
Kilba	saliva	túlì
Kilba	sweat	vītúkwà
Kilba	faeces	íbì
Kilba	urine	kùñí
Kilba	vein	bɩ̀làtú
Kilba	bone	díhì
Kilba	blood	mášì
Kilba	lungs	gúgùví
Kilba	ribs	yɩ́mbīlí
Kilba	kidney	hùšù
Kilba	liver	m̀bɩ̀là
Kilba	heart	dúfù
Kilba	intestines	hálì
Kilba	navel	šɩ́mbùdù
Kilba	stomach	tà
Kilba	testicles	šípèlì
Kilba	vagina	gáǰìdì
Kilba	penis	kwǎl
Kilba	anus	mávɩ̀lībī
Kilba	buttocks	n̄dέl
Kilba	flesh	kwúm
Kilba	skin	čî
Kilba	body	dzà
Kilba	knee	úndì
Kilba	thigh	ʔyá
Kilba	leg	hî
Kilba	finger	kwàřčí
Kilba	arm	čí
Kilba	shoulder	páƚɩ̄kù
Kilba	woman's breast	ʔwà
Kilba	chest	háƚù
Kilba	neck	wúlìá
Kilba	tooth	híř
Kilba	tongue	kyɛř
Kilba	lip	čìčīřiñá
Kilba	mouth	ɲá
Kilba	beard	šīšìtí̵ŋ
Kilba	chin	tí̵ŋ
Kilba	cheeks	ǰǔlī
Kilba	eye	lî
Kilba	ear	hímì
Kilba	nose	číř
Kilba	face	húdǿmà
Kilba	brains	ŋ́gàʔà
Kilba	hair	šīšì
Kilba	head	kə̌ř
Kilba	grandparent	àǰíni
Kilba	sister	kwàmàñí
Kilba	brother	zàmàr̃í
Kilba	daughter	kwāñí
Kilba	son	zɩ́řɩñí
Kilba	mother	āmà
Kilba	father	ādǎ
Kilba	one hundred	hārúžə̀ŋ
Kilba	ninety	ðù kùmìñí
Kilba	eighty	čīsù kùmìñí
Kilba	seventy	mέdífà kùmìñí
Kilba	sixty	kwà kùmìñí
Kilba	fifty	túfù kùmìñí
Kilba	forty	fòdú kùmìñí
Kilba	thirty	màkí̵r kùmìñí
Kilba	twenty five	mέƚùkùmìñí táríɲà tûfù
Kilba	twenty four	mέƚùkùmìñí táríɲà fôdù
Kilba	twenty one	mέƚùkùmìñí táríɲà žáŋ
Kilba	twenty	mέƚùkùmìñí
Kilba	nineteen	kwâbú ðà
Kilba	eighteen	kwâbú čīsù
Kilba	thirteen	kwâbú màkrà
Kilba	twelve	kwâbú mέƚu
Kilba	eleven	kwâbú žàŋ
Kilba	ten	kúmà
Kilba	nine	ðà
Kilba	eight	čīsù
Kilba	seven	mɛ̄dī̵fà
Kilba	six	kwà
Kilba	five	tûfù
Kilba	four	fôdù
Kilba	three	mákrù
Kilba	two	mέƚù
Kilba	one	žáàŋú
Dera	wash	jòɓè
Dera	(rope) broke	ɓìrèni
Dera	(stick) snapped	dwàlèni
Dera	break in pieces	tàɗèni
Dera	plait	tìndè
Dera	weave	wòlè
Dera	obtain	way
Dera	moisten	yèke
Dera	blow	pìndè
Dera	sweep	də̀mè
Dera	pour	àlè
Dera	untie	ləkè
Dera	tie	ɗòwè
Dera	surpass	tə̀y
Dera	sew	dàɗùnò
Dera	dry up	nàrèni
Dera	show	àpùwò
Dera	fill	gùm
Dera	fill	gùmèni
Dera	begin	lòyì gòrò
Dera	finish	tèɣìlè dèyè
Dera	finish	tègìlèni denì
Dera	increase	ka
Dera	increase	dòpìni
Dera	forge	gù
Dera	throw	mùkè
Dera	follow	tàni
Dera	die	mùròni
Dera	wait for	mòwe
Dera	give birth	lotò
Dera	stand up	yilə̀ko
Dera	stand up	yìlə̀ko
Dera	sit	ɗuwoko
Dera	sit	ɗùko
Dera	call	wùnà
Dera	sell	wòpè
Dera	buy	ɗîyùrè
Dera	shoot	bôy
Dera	bite	àkìre
Dera	give	ɓòŋgo
Dera	give	na baka
Dera	give	ɓòni
Dera	give	na bashi
Dera	seize	kwèyì
Dera	drive away	gəšè
Dera	hold	kwǒy
Dera	squeeze	yòndè
Dera	pierce	tìɗè
Dera	divide	tìkè
Dera	divide	tìkèni
Dera	learn	kùke
Dera	dig	dole
Dera	forget	monè
Dera	remember	šèni
Dera	know	bùni
Dera	fall	kùrèni
Dera	fall	ƙasa
Dera	help	àyè
Dera	steal	šìri
Dera	hide	tùke
Dera	hide	tùkòno
Dera	arrange	nìmè
Dera	undress	pùlè nəndà
Dera	dress	wòlè nə̀ndà
Dera	build	ɗì
Dera	tear	pàpyè
Dera	cut	uwore dùrì
Dera	chop	kàyè
Dera	twist	ɓìndè
Dera	refuse	kùri
Dera	answer	lùwi
Dera	ask	biɗè
Dera	speak	ɓəlè
Dera	boil	ɗìŋge
Dera	boil	pùlèni
Dera	roast	wuri
Dera	cook	yàmbè
Dera	burn	tìlè
Dera	burn	tìlèni
Dera	accompany	ləwì
Dera	gather	dəpì
Dera	gather	də̀pə̀wu
Dera	bury	àrèyi
Dera	close	numè
Dera	open	àp
Dera	be tired	lèyè ši
Dera	rest	nowe yijì
Dera	lie down	ànàmu ànàku
Dera	put down	loyì
Dera	lift	gurè
Dera	push	dìlè
Dera	pull	àmè
Dera	pull	ka ja
Dera	kill	dùwi
Dera	rub	pùre
Dera	hit	wàrè
Dera	taste	tìmne la bonò
Dera	touch	tìmne
Dera	smell	kə̀ŋi
Dera	hear	kə̀ŋi
Dera	see	àli
Dera	mount	yə̀wèni
Dera	run	yèkayo
Dera	go out	pòɗòwu
Dera	go out	sun fita
Dera	go in	gəmò
Dera	go in	mun shiga
Dera	return	màno
Dera	return	màtùno
Dera	come	dòno
Dera	go	tàno
Dera	do	ye
Dera	do	ya yi
Dera	swallow	ɗili
Dera	drink	nə̀y
Dera	eat	twǐ
Dera	eat	naci
Dera	there is not	weyikù
Dera	there is	yikì
Dera	west	puro
Dera	east	gumə̀y
Dera	left	šəwu
Dera	right	tumi
Dera	between	la derènmà
Dera	under	gorò
Dera	atop	kò
Dera	atop	kweyi
Dera	atop	akai
Dera	outside	pənì
Dera	inside	ləkì
Dera	that	me
Dera	this	mê
Dera	there	ɗî ane 
Dera	there	aneɗì
Dera	here	nenè
Dera	how many?	diyə̀
Dera	how?	ɗìŋgaɗìŋga
Dera	who?	mande
Dera	what?	mi
Dera	what?	nimi
Dera	when?	mami
Dera	where?	to
Dera	tomorrow	ɗe
Dera	yesterday	wonò
Dera	today	gàŋgirè
Dera	deaf man	ŋgwarukum
Dera	blind man	bûm
Dera	strength	gudùn ɓonɓon
Dera	coldness	ɗwal
Dera	hotness	girigìt
Dera	far	wuyùk
Dera	near	nemma
Dera	inexpensiveness	wey purumô
Dera	expensiveness	puruma
Dera	thin	liŋgiriŋ
Dera	fatness	gumuk ɓəmbùrùm
Dera	cleanness	weybubùrû wey buburìyikù
Dera	dirt	bubùt
Dera	wideness	bwə̂p
Dera	old	manjèni
Dera	new	penì
Dera	good	gwə̂ŋ
Dera	short	tipa
Dera	long	gəmbèy
Dera	sourness	ɓwâw
Dera	bitterness	kerèk
Dera	sweetness	nimnìn
Dera	softness	ɓuɓuk
Dera	hardness	ɓoŋɓoŋ
Dera	all	dəy
Dera	many	ɗukùm
Dera	small	lowonì
Dera	large	ɓambùràm
Dera	heaviness	diɗirìk
Dera	darkness	tükurùm
Dera	light	kəŋ
Dera	blue	kwarakwàrà
Dera	red	dwayì
Dera	black	juŋ
Dera	white	popolok
Dera	man's robe	nandà
Dera	money	ayim
Dera	market	kàšukù
Dera	boat	kî
Dera	hole	wuyò
Dera	place	bʷoyì
Dera	lie	liwo
Dera	truth	jirè
Dera	shadow	nôni
Dera	thirst	kim gwa
Dera	hunger	kim
Dera	fatigue	lênje
Dera	pimple	rupo
Dera	ulcer	pur
Dera	fever	kowut
Dera	cough	kulukulùk
Dera	sickness	pur
Dera	death	murù
Dera	life	tuniya
Dera	dream	juwə̀n
Dera	sleep	nôn
Dera	war	šaɣà
Dera	work	wutàw
Dera	language	ləbòk
Dera	load	pinen
Dera	thing	wondùwe
Dera	small water pot	diŋgà
Dera	large water pot	jirà
Dera	small pot	kiliwet
Dera	cooking pot	kile
Dera	calabash	luwèy
Dera	rope	worì
Dera	knife	wari
Dera	quiver	dəwrò
Dera	arrow	pek
Dera	bow	ruɣà
Dera	mat (tabarma)	kalà
Dera	mat (tabarma)	panda
Dera	sword	joŋgum
Dera	spear	gə̂y
Dera	stick	ambək
Dera	honey	muri
Dera	melon	yəŋgu
Dera	oil	môʔ
Dera	groundnuts	ɗenò
Dera	millet	moɗò
Dera	millet	nyə̂m
Dera	guinea corn	kurè
Dera	okra	garə̀k
Dera	beans	woròm
Dera	pepper	kimba
Dera	salt	burò
Dera	milk	ɓiyâm
Dera	milk	ɗwal
Dera	flour	aši
Dera	fish	šuruwo
Dera	meat	lu
Dera	gruel	toro
Dera	sauce	ara
Dera	mush	kumat
Dera	food	wômbotùma
Dera	tail	yiwà
Dera	horn	ɓili
Dera	egg	ɓiya
Dera	wing	bobuuà
Dera	vulture	burinjè
Dera	kite	kalìnje
Dera	dove	mukù
Dera	bird	yiɗìyo
Dera	dog	yeɗe
Dera	rooster	kôluk
Dera	hen	yâwe
Dera	donkey	lakwàrà
Dera	horse	dok
Dera	ram	gəm
Dera	sheep	tiŋa
Dera	he-goat	but
Dera	goat	kwarà
Dera	bull	mami lâ
Dera	cow	lâ
Dera	locust	yiɗək
Dera	anthill	dindi
Dera	termite	ɓot
Dera	louse	jənkə̀t
Dera	spider	lala
Dera	mosquito	burùk
Dera	fly	diwin
Dera	worm	turu
Dera	chameleon	arìnje
Dera	scorpion	ɗiŋgìlin
Dera	bat	ɗêŋ
Dera	squirrel	ayìk
Dera	frog	yumbʷal
Dera	turtle	guwa
Dera	turtle	gùlduku
Dera	python	dwaygòrò
Dera	snake	waye
Dera	lizard	gəndəl
Dera	wild cat	galdà
Dera	rat	kom
Dera	guinea fowl	duŋò
Dera	rabbit	purkìy
Dera	duiker	bowò
Dera	gazelle	šere
Dera	baboon	gʷom
Dera	monkey	šal
Dera	leopard	guŋgù
Dera	elephant	lara
Dera	hyena	šikinəŋnà
Dera	lion	namùnəŋgò
Dera	wild animal	lu là lìšu
Dera	iron	ayim
Dera	sickle	šina
Dera	axe	šina
Dera	hoe	dil
Dera	farm	turo
Dera	road	gokò
Dera	doorway	bo gokò
Dera	hut	gawì
Dera	compound	mina
Dera	town	ali
Dera	the bush	la lìšu
Dera	forest	la tukurùm šòɓìyen
Dera	mud	loɓuk
Dera	dust	šelèle
Dera	sand	puwa
Dera	ground	bwəjalì
Dera	stone	ambugùwat
Dera	stone	ambugùwàrìŋgin
Dera	mountain	guwət
Dera	grass	lišu
Dera	thorn	ariyu
Dera	shea nut tree	doŋgut
Dera	tamarind	jambo
Dera	mahogany tree	düwìn
Dera	baobab tree	kurinje
Dera	seed	kamò
Dera	bark	bîni bî šowi
Dera	leaf	kumo
Dera	tree	šowi
Dera	ashes	duɗa
Dera	charcoal	kuŋgum
Dera	fire	wətì
Dera	dry season	bəšà
Dera	rainy season	bira kwə̀ndò
Dera	year	milà
Dera	year	mildŋgin
Dera	evening	bôni
Dera	morning	šâŋ
Dera	night	birì
Dera	star	nîni
Dera	moon	tere
Dera	sun	pori
Dera	sky	lapùro
Dera	lightning	mili
Dera	thunder	rereyò
Dera	storm	guruwù
Dera	wind	yuwìʔ
Dera	harmattan	tiwo
Dera	fog	tiwo
Dera	smoke	jolo
Dera	dew	ɗilà
Dera	lake	wiyàli
Dera	river	ləpùwa
Dera	cloud	awey
Dera	water	gwa
Dera	stealing	širi
Dera	smithing	guwà
Dera	blacksmith	nagùwa
Dera	weaving	wolè
Dera	weaving	dôwuk
Dera	hunting	barà
Dera	drumming	golò
Dera	friend	šerìno ayno
Dera	guest	mawò
Dera	medicine	worin
Dera	native doctor	namàlum
Dera	God	purogùrù
Dera	slave	jewèy
Dera	king	amna
Dera	old woman	manjò təmno
Dera	old man	manjò
Dera	baby	lowò dwâyni
Dera	girl	lowò
Dera	girl	ambò
Dera	boy	lowò
Dera	boy	ambò
Dera	woman	təmno
Dera	man	mami
Dera	person	mû
Dera	name	yim
Dera	voice	yila
Dera	saliva	yilìk
Dera	sweat	wulaŋbwê
Dera	faeces	kwəndò
Dera	urine	yendin
Dera	vein	guràw
Dera	bone	wiyin
Dera	blood	dôm
Dera	lungs	pupùk
Dera	ribs	sarùŋ làgoŋgò
Dera	kidney	ɗondùmin
Dera	liver	ruwò
Dera	heart	boguŋgò
Dera	intestines	ŋə̂y
Dera	navel	kumbi
Dera	stomach	awo
Dera	testicles	yula
Dera	vagina	ɗimen
Dera	penis	gwâre
Dera	anus	bogùrò
Dera	buttocks	gumà
Dera	flesh	lu mû
Dera	skin	dimbì
Dera	body	yik
Dera	knee	birìm
Dera	thigh	pundo
Dera	leg	yo
Dera	finger	ambo arìk
Dera	finger	ambo arìk
Dera	arm	arìk
Dera	arm	armù
Dera	shoulder	balam
Dera	woman's breast	worì
Dera	chest	lagùŋgò
Dera	neck	durì
Dera	tooth	wuro
Dera	tongue	yilik
Dera	lip	dimbi bô
Dera	mouth	bʷôk
Dera	beard	boyòno
Dera	chin	guro bolùmno
Dera	cheeks	guŋgəno
Dera	eye	yerò
Dera	ear	kumo
Dera	nose	wərìŋ
Dera	face	bogàn
Dera	brains	wulìwulì
Dera	hair	wakə̀y
Dera	head	kwey
Dera	grandparent	kamono
Dera	grandparent	karano
Dera	sister	muràno
Dera	brother	mumòno
Dera	daughter	lô ràno
Dera	son	lô mə̀no
Dera	mother	nâna
Dera	father	bàba
Dera	one hundred	arù
Dera	ninety	wanɗumwe ŋgùmnì
Dera	eighty	torimen ŋgùmnì
Dera	seventy	bwela ŋgùmnì
Dera	sixty	byeme ŋgùmnì
Dera	fifty	bar ŋgùm̀nì
Dera	forty	paraw ŋgùmnì
Dera	thirty	kunu ŋgùmnì
Dera	twenty five	ra ŋgùmnì dùrà bât
Dera	twenty four	ra ŋgùmnì dùrà paraw
Dera	twenty one	ra ŋgùmnì dùrà ɗumwey
Dera	twenty	ra ŋgùmnì
Dera	nineteen	gum dùrà wanɗumwe
Dera	eighteen	gum dùrà torìmen
Dera	thirteen	gum dùrà kunu
Dera	twelve	gum dùrà rap
Dera	eleven	gum dùrà ɗumwey
Dera	ten	gûm
Dera	nine	wanɗumwe
Dera	eight	torìmen
Dera	seven	bwelà
Dera	six	byême
Dera	five	bât
Dera	four	paraw
Dera	three	kunu
Dera	two	rap
Dera	one	ɗumwey
Fali Mucella	wash	yaɓ
Fali Mucella	(rope) broke	ŋgɩƚ
Fali Mucella	(stick) snapped	ɓî
Fali Mucella	break in pieces	fɩƚ
Fali Mucella	plait	bɛƚi
Fali Mucella	weave	dzi
Fali Mucella	obtain	guma
Fali Mucella	moisten	rùbuft
Fali Mucella	blow	vɩ̀gyi
Fali Mucella	sweep	ƚɩ̀bi
Fali Mucella	pour	xuji
Fali Mucella	untie	pɩri
Fali Mucella	tie	ʔɩnyi
Fali Mucella	surpass	kanuv
Fali Mucella	sew	tiƚ
Fali Mucella	dry up	xurì
